"","Year","State","Area","Actual","Percentage","ViolentCrime","Murderandnonnegligentmanslaughter","Robbery","Aggravatedassault","PropertyCrime","Burglary","Larcenytheft","Motorvehicletheft"
"2318",2009,"ARIZONA","O","N",1,2196,"34","123",1539,10578,2758,6628,1192
"2319",2009,"ARIZONA","R","Y",1,729,"8","43",649,3268,1351,1528,389
"2320",2009,"ARKANSAS","M","Y",0.937,10485,"94","2099",7403,73301,21827,47122,4352
"2321",2009,"ARKANSAS","M","N",1,10875,"98","2121",7727,75801,22888,48366,4547
"2322",2009,"ARKANSAS","O","Y",0.981,2669,"41","383",2000,22683,7814,14023,846
"2323",2009,"ARKANSAS","O","N",1,2721,"42","390",2039,23123,7966,14295,862
"2324",2009,"ARKANSAS","R","Y",0.927,1263,"36","66",986,9371,3623,5105,643
"2325",2009,"ARKANSAS","R","N",1,1363,"39","71",1064,10114,3910,5510,694
"2326",2009,"CALIFORNIA","M","Y",1,171240,"1941","63726",97161,992141,224746,605031,162364
"2327",2009,"CALIFORNIA","O","Y",1,1320,"6","213",993,9033,2400,5989,644
"2328",2009,"CALIFORNIA","R","Y",1,1899,"25","154",1527,8440,2991,4436,1013
"2329",2009,"COLORADO","M","Y",0.997,15261,"157","3285",9789,119558,24124,83645,11789
"2330",2009,"COLORADO","M","N",1,15291,"157","3291",9809,119895,24177,83899,11819
"2331",2009,"COLORADO","O","Y",0.922,1037,"12","71",814,9883,1551,7975,357
"2332",2009,"COLORADO","O","N",1,1125,"13","77",883,10722,1683,8652,387
"2333",2009,"COLORADO","R","Y",0.887,497,"4","17",426,2974,700,2050,224
"2334",2009,"COLORADO","R","N",1,560,"5","19",480,3351,789,2310,252
"2335",2009,"CONNECTICUT","M","Y",1,9907,"98","3878",5383,74554,13089,54562,6903
"2336",2009,"CONNECTICUT","O","Y",1,255,"1","63",151,2853,582,2142,129
"2337",2009,"CONNECTICUT","R","Y",1,346,"8","49",226,4774,1402,2928,444
"2338",2009,"DELAWARE","M","Y",1,4546,"37","1457",2824,23385,5071,16660,1654
"2339",2009,"DELAWARE","O","Y",0.982,399,"1","110",248,2392,517,1810,65
"2340",2009,"DELAWARE","O","N",1,407,"1","112",253,2437,527,1844,66
"2341",2009,"DELAWARE","R","Y",1,682,"3","102",508,3826,1334,2305,187
"2342",2009,"DISTRICT OF COLUMBIA","M","Y",1,8071,"144","4389",3388,28456,3696,19228,5532
"2343",2009,"FLORIDA","M","Y",0.999,107889,"967","30193",71590,681390,171407,461293,48690
"2344",2009,"FLORIDA","M","N",1,107967,"967","30217",71640,681988,171541,461716,48731
"2345",2009,"FLORIDA","O","Y",0.991,1594,"13","332",1153,9016,2462,6159,395
"2346",2009,"FLORIDA","O","N",1,1608,"13","335",1163,9098,2484,6215,399
"2347",2009,"FLORIDA","R","Y",0.991,3932,"37","356",3280,20738,7789,11830,1119
"2348",2009,"FLORIDA","R","N",1,3966,"37","359",3309,20924,7859,11936,1129
"2349",2009,"GEORGIA","M","Y",0.995,34705,"488","13314",19021,301213,82261,188558,30394
"2350",2009,"GEORGIA","M","N",1,34856,"489","13365",19111,302613,82601,189500,30512
"2351",2009,"GEORGIA","O","Y",0.863,3778,"34","881",2676,29474,7062,21465,947
"2352",2009,"GEORGIA","O","N",1,4372,"39","1019",3097,34106,8171,24839,1096
"2353",2009,"GEORGIA","R","Y",0.945,2505,"36","207",2080,22373,7171,13750,1452
"2354",2009,"GEORGIA","R","N",1,2652,"38","219",2202,23681,7590,14554,1537
"2355",2009,"HAWAII","M","Y",1,2537,"14","869",1411,33375,5999,23647,3729
"2356",2009,"HAWAII","R","Y",1,1022,"8","165",700,14044,3179,9775,1090
"2357",2009,"IDAHO","M","Y",0.993,2553,"16","211",1936,22323,4604,16723,996
"2358",2009,"IDAHO","M","N",1,2566,"16","212",1946,22418,4631,16786,1001
"2359",2009,"IDAHO","O","Y",0.993,519,"2","18",413,5221,1044,3952,225
"2360",2009,"IDAHO","O","N",1,523,"2","18",416,5255,1051,3978,226
"2361",2009,"IDAHO","R","Y",1,441,"4","15",349,3068,876,1977,215
"2362",2009,"INDIANA","M","Y",0.9,18722,"261","6888",10249,159046,39778,107640,11628
"2363",2009,"INDIANA","M","N",1,19389,"270","7028",10700,168565,41843,114506,12216
"2364",2009,"INDIANA","O","Y",0.825,893,"7","203",565,15794,2907,12125,762
"2365",2009,"INDIANA","O","N",1,1083,"9","246",685,19152,3525,14703,924
"2366",2009,"INDIANA","R","Y",0.775,722,"24","60",556,9643,2745,6325,573
"2367",2009,"INDIANA","R","N",1,932,"31","78",717,12443,3542,8162,739
"2368",2009,"IOWA","M","Y",0.993,5798,"22","1050",4100,48263,10449,35062,2752
"2369",2009,"IOWA","M","N",1,5822,"22","1053",4118,48510,10495,35255,2760
"2370",2009,"IOWA","O","Y",0.944,1826,"8","126",1547,15275,3635,10938,702
"2371",2009,"IOWA","O","N",1,1933,"8","133",1638,16174,3849,11582,743
"2372",2009,"IOWA","R","Y",0.986,633,"4","9",551,4689,1853,2456,380
"2373",2009,"IOWA","R","N",1,642,"4","9",559,4757,1880,2492,385
"2374",2009,"KANSAS","M","Y",0.994,8417,"93","1590",5962,65554,13682,47007,4865
"2375",2009,"KANSAS","M","N",1,8445,"93","1593",5984,65820,13729,47212,4879
"2376",2009,"KANSAS","O","Y",0.962,2080,"20","175",1636,19342,3988,14578,776
"2377",2009,"KANSAS","O","N",1,2163,"21","182",1701,20110,4146,15157,807
"2378",2009,"KANSAS","R","Y",0.951,637,"5","10",563,4271,1516,2500,255
"2379",2009,"KANSAS","R","N",1,670,"5","11",592,4490,1594,2628,268
"2380",2009,"KENTUCKY","M","Y",0.986,8372,"100","3059",4469,74701,18564,52082,4055
"2381",2009,"KENTUCKY","M","N",1,8468,"100","3093",4519,75844,18816,52919,4109
"2382",2009,"KENTUCKY","O","Y",0.957,1026,"12","320",507,15817,3523,11685,609
"2383",2009,"KENTUCKY","O","N",1,1072,"13","334",530,16532,3682,12213,637
"2384",2009,"KENTUCKY","R","Y",0.898,1453,"58","181",713,14388,6467,6723,1198
"2385",2009,"KENTUCKY","R","N",1,1619,"65","202",794,16025,7203,7488,1334
"2386",2009,"LOUISIANA","M","Y",0.982,20338,"460","5166",13765,128333,33181,85319,9833
"2387",2009,"LOUISIANA","M","N",1,20754,"464","5217",14113,131226,33750,87533,9943
"2388",2009,"LOUISIANA","O","Y",0.746,2616,"20","410",2057,16493,5072,10827,594
"2389",2009,"LOUISIANA","O","N",1,3506,"27","549",2757,22106,6798,14512,796
"2390",2009,"LOUISIANA","R","Y",1,3589,"39","339",2985,17124,5698,10448,978
"2391",2009,"MAINE","M","Y",1,979,"17","345",421,20075,3987,15463,625
"2392",2009,"MAINE","O","Y",1,418,"7","38",256,7868,1404,6250,214
"2393",2009,"MAINE","R","Y",1,182,"2","16",101,3742,1337,2223,182
"2394",2009,"MARYLAND","M","Y",1,32495,"435","11833",19133,174270,35034,119917,19319
"2395",2009,"MARYLAND","O","Y",1,472,"0","108",341,3932,800,3046,86
"2396",2009,"MARYLAND","R","Y",1,656,"3","66",548,4220,1198,2808,214
"2397",2009,"MASSACHUSETTS","M","Y",0.988,29791,"170","7377",20569,149468,34078,103791,11599
"2398",2009,"MASSACHUSETTS","M","N",1,30044,"171","7425",20755,151047,34460,104883,11704
"2399",2009,"MASSACHUSETTS","O","Y",0.86,80,"1","2",70,746,176,543,27
"2400",2009,"MASSACHUSETTS","O","N",1,92,"1","2",81,867,205,631,31
"2401",2009,"MASSACHUSETTS","R","Y",1,0,"0","0",0,0,0,0,0
"2402",2009,"MICHIGAN","M","Y",0.994,45446,"593","12109",29397,244407,66436,150033,27938
"2403",2009,"MICHIGAN","M","N",1,45597,"593","12144",29496,245798,66721,151027,28050
"2404",2009,"MICHIGAN","O","Y",0.905,1434,"6","115",945,17068,2768,13883,417
"2405",2009,"MICHIGAN","O","N",1,1555,"7","122",1026,18584,3003,15125,456
"2406",2009,"MICHIGAN","R","Y",0.963,2307,"26","62",1497,17855,5867,11143,845
"2407",2009,"MICHIGAN","R","N",1,2395,"27","64",1554,18536,6091,11568,877
"2408",2009,"MINNESOTA","M","Y",0.997,NA,"63","3512",5989,115539,20655,87486,7398
"2409",2009,"MINNESOTA","M","N",1,NA,"63","3516",5996,115837,20698,87728,7411
"2410",2009,"MINNESOTA","O","Y",0.984,NA,"2","86",820,13953,2017,11434,502
"2411",2009,"MINNESOTA","O","N",1,NA,"2","87",833,14174,2049,11615,510
"2412",2009,"MINNESOTA","R","Y",0.974,NA,"9","16",517,8834,2669,5583,582
"2413",2009,"MINNESOTA","R","N",1,NA,"9","16",531,9072,2741,5733,598
"2414",2009,"MISSISSIPPI","M","Y",0.909,3727,"78","1678",1571,44345,13327,27658,3360
"2415",2009,"MISSISSIPPI","M","N",1,3935,"81","1723",1697,46970,14125,29307,3538
"2416",2009,"MISSISSIPPI","O","Y",0.841,2172,"37","782",1113,22196,7482,13858,856
"2417",2009,"MISSISSIPPI","O","N",1,2584,"44","930",1324,26405,8901,16486,1018
"2418",2009,"MISSISSIPPI","R","Y",0.581,1037,"38","181",691,8023,3566,3966,491
"2419",2009,"MISSISSIPPI","R","N",1,1785,"65","312",1189,13806,6136,6825,845
"2420",2009,"MISSOURI","M","Y",0.995,25031,"335","7109",16266,166799,35249,115775,15775
"2421",2009,"MISSOURI","M","N",1,25104,"336","7126",16316,167573,35384,116360,15829
"2422",2009,"MISSOURI","O","Y",0.981,2543,"24","275",2073,23790,4280,18730,780
"2423",2009,"MISSOURI","O","N",1,2592,"24","280",2114,24258,4364,19099,795
"2424",2009,"MISSOURI","R","Y",1,1748,"23","46",1572,10867,4039,5973,855
"2425",2009,"MONTANA","M","Y",1,859,"11","151",609,11129,1646,8892,591
"2426",2009,"MONTANA","O","Y",0.989,621,"8","35",486,6757,736,5623,398
"2427",2009,"MONTANA","O","N",1,627,"8","35",491,6831,744,5685,402
"2428",2009,"MONTANA","R","Y",0.982,969,"9","29",820,5955,978,4522,455
"2429",2009,"MONTANA","R","N",1,987,"9","30",835,6064,996,4605,463
"2430",2009,"NEBRASKA","M","Y",0.993,3952,"36","1131",2391,34111,5926,25403,2782
"2431",2009,"NEBRASKA","M","N",1,3960,"36","1132",2395,34286,5950,25544,2792
"2432",2009,"NEBRASKA","O","Y",0.94,797,"4","72",574,11372,1744,9155,473
"2433",2009,"NEBRASKA","O","N",1,848,"4","77",611,12096,1855,9738,503
"2434",2009,"NEBRASKA","R","Y",0.808,203,"0","8",161,2612,724,1738,150
"2435",2009,"NEBRASKA","R","N",1,251,"0","10",199,3232,896,2150,186
"2436",2009,"NEVADA","M","Y",1,17785,"151","5960",10735,76237,20640,43585,12012
"2437",2009,"NEVADA","O","Y",1,224,"1","20",172,1490,446,949,95
"2438",2009,"NEVADA","R","Y",1,550,"5","41",453,3036,908,1856,272
"2439",2009,"NEW HAMPSHIRE","M","Y",0.916,1337,"9","315",807,16401,2773,12955,673
"2440",2009,"NEW HAMPSHIRE","M","N",1,1392,"9","324",843,17332,2921,13700,711
"2441",2009,"NEW HAMPSHIRE","O","Y",0.898,603,"1","116",334,9875,1675,7844,356
"2442",2009,"NEW HAMPSHIRE","O","N",1,671,"1","129",372,10993,1865,8732,396
"2443",2009,"NEW HAMPSHIRE","R","Y",0.029,15,"0","0",10,71,16,48,7
"2444",2009,"NEW HAMPSHIRE","R","N",1,51,"0","2",34,299,142,140,17
"2445",2009,"NEW JERSEY","M","Y",0.999,27112,"319","11635",14117,181025,37248,128274,15503
"2446",2009,"NEW JERSEY","M","N",1,27121,"319","11639",14122,181097,37262,128327,15508
"2447",2009,"NEW MEXICO","M","Y",0.98,7880,"92","1529",5602,51896,14358,32306,5232
"2448",2009,"NEW MEXICO","M","N",1,8019,"93","1542",5717,52811,14581,32931,5299
"2449",2009,"NEW MEXICO","O","Y",0.965,3355,"58","256",2771,16882,5056,11108,718
"2450",2009,"NEW MEXICO","O","N",1,3477,"60","265",2872,17496,5240,11512,744
"2451",2009,"NEW MEXICO","R","Y",0.725,685,"16","46",543,3458,1595,1549,314
"2452",2009,"NEW MEXICO","R","N",1,944,"22","63",749,4771,2201,2137,433
"2453",2009,"NEW YORK","M","Y",0.998,72234,"761","27822",41478,348884,56201,271492,21191
"2454",2009,"NEW YORK","M","N",1,72315,"761","27851",41527,349799,56330,272244,21225
"2455",2009,"NEW YORK","O","Y",0.98,1497,"5","201",1124,15352,2764,12285,303
"2456",2009,"NEW YORK","O","N",1,1527,"5","205",1147,15666,2821,12536,309
"2457",2009,"NEW YORK","R","Y",1,1334,"12","80",1002,12850,3691,8823,336
"2458",2009,"NORTH CAROLINA","M","Y",0.99,27801,"329","9529",16265,249646,73918,160567,15161
"2459",2009,"NORTH CAROLINA","M","N",1,28030,"330","9592",16415,252558,74593,162684,15281
"2460",2009,"NORTH CAROLINA","O","Y",0.936,5062,"79","1452",3277,44867,12534,30527,1806
"2461",2009,"NORTH CAROLINA","O","N",1,5396,"84","1547",3495,47849,13368,32556,1925
"2462",2009,"NORTH CAROLINA","R","Y",0.958,4315,"77","657",3252,41867,19040,20127,2700
"2463",2009,"NORTH CAROLINA","R","N",1,4503,"80","686",3394,43691,19869,21004,2818
"2464",2009,"NORTH DAKOTA","M","Y",1,755,"5","81",534,8096,1515,6039,542
"2465",2009,"NORTH DAKOTA","O","Y",0.939,414,"3","16",334,2989,509,2309,171
"2466",2009,"NORTH DAKOTA","O","N",1,441,"3","17",356,3184,542,2460,182
"2467",2009,"NORTH DAKOTA","R","Y",0.893,91,"2","6",61,1091,265,712,114
"2468",2009,"NORTH DAKOTA","R","N",1,102,"2","7",68,1222,297,797,128
"2469",2009,"OHIO","M","Y",0.935,34336,"475","16710",13803,307483,87427,199609,20447
"2470",2009,"OHIO","M","N",1,35321,"486","17100",14238,323805,90795,211907,21103
"2471",2009,"OHIO","O","Y",0.806,1511,"12","447",810,28311,5615,22055,641
"2472",2009,"OHIO","O","N",1,1873,"15","554",1004,35109,6963,27351,795
"2473",2009,"OHIO","R","Y",0.906,1031,"16","116",695,16894,5851,10144,899
"2474",2009,"OHIO","R","N",1,1138,"18","128",767,18639,6455,11192,992
"2475",2009,"OKLAHOMA","M","Y",0.999,13844,"177","2972",9674,96210,27743,60095,8372
"2476",2009,"OKLAHOMA","M","N",1,13846,"177","2972",9676,96238,27750,60114,8374
"2477",2009,"OKLAHOMA","O","Y",0.996,3406,"32","338",2664,27285,7036,18987,1262
"2478",2009,"OKLAHOMA","O","N",1,3420,"32","339",2675,27398,7065,19066,1267
"2479",2009,"OKLAHOMA","R","Y",1,1208,"19","32",1023,8133,3160,4210,763
"2480",2009,"OREGON","M","Y",1,7792,"55","2208",4600,92270,14992,68694,8584
"2481",2009,"OREGON","O","Y",0.967,783,"11","191",464,14120,2310,11141,669
"2482",2009,"OREGON","O","N",1,809,"11","197",480,14599,2388,11519,692
"2483",2009,"OREGON","R","Y",1,1143,"19","56",950,6642,1997,4052,593
"2484",2009,"PENNSYLVANIA","M","Y",0.995,43862,"612","17025",23250,242769,46520,179685,16564
"2485",2009,"PENNSYLVANIA","M","N",1,43975,"613","17056",23325,243797,46683,180506,16608
"2486",2009,"PENNSYLVANIA","O","Y",0.963,2316,"15","312",1766,18972,3452,15033,487
"2487",2009,"PENNSYLVANIA","O","N",1,2407,"16","324",1835,19709,3586,15617,506
"2488",2009,"PENNSYLVANIA","R","Y",1,1583,"32","134",979,14006,4528,8771,707
"2489",2009,"PUERTO RICO","M","Y",1,8861,"784","5551",2482,46401,14094,25970,6337
"2490",2009,"PUERTO RICO","O","Y",1,1631,"110","542",958,9536,4427,4614,495
"2491",2009,"RHODE ISLAND","M","Y",1,2647,"30","786",1549,27470,5749,19339,2382
"2492",2009,"RHODE ISLAND","R","Y",1,13,"1","0",7,27,0,16,11
"2493",2009,"SOUTH CAROLINA","M","Y",0.999,22767,"199","4576",16775,135306,33019,91490,10797
"2494",2009,"SOUTH CAROLINA","M","N",1,22782,"199","4578",16788,135422,33043,91576,10803
"2495",2009,"SOUTH CAROLINA","O","Y",0.979,3079,"28","596",2314,15476,3815,10997,664
"2496",2009,"SOUTH CAROLINA","O","N",1,3147,"29","609",2365,15816,3899,11238,679
"2497",2009,"SOUTH CAROLINA","R","Y",1,4667,"59","548",3809,26131,8340,15707,2084
"2498",2009,"SOUTH DAKOTA","M","Y",0.984,895,"3","90",520,8927,1497,6936,494
"2499",2009,"SOUTH DAKOTA","M","N",1,899,"3","90",523,9012,1509,7006,497
"2500",2009,"SOUTH DAKOTA","O","Y",0.894,403,"9","14",274,3467,574,2692,201
"2501",2009,"SOUTH DAKOTA","O","N",1,451,"10","16",306,3877,642,3010,225
"2502",2009,"SOUTH DAKOTA","R","Y",0.785,124,"6","4",80,846,257,518,71
"2503",2009,"SOUTH DAKOTA","R","N",1,158,"8","5",102,1079,328,660,91
"2504",2009,"TENNESSEE","M","Y",1,34718,"364","8924",23831,185290,48653,124504,12133
"2505",2009,"TENNESSEE","O","Y",1,3957,"37","550",3168,28719,6550,21003,1166
"2506",2009,"TENNESSEE","R","Y",1,3366,"60","173",2941,22356,8443,12239,1674
"2507",2009,"TEXAS","M","Y",0.999,111793,"1194","36958",66366,919563,216655,629987,72921
"2508",2009,"TEXAS","M","N",1,111809,"1194","36962",66377,919761,216697,630130,72934
"2509",2009,"TEXAS","O","Y",0.993,6550,"54","872",4987,51273,13515,35794,1964
"2510",2009,"TEXAS","O","N",1,6574,"54","874",5006,51451,13569,35917,1965
"2511",2009,"TEXAS","R","Y",1,3285,"80","199",2635,23933,9967,12306,1660
"2512",2009,"UTAH","M","Y",0.999,5497,"34","1272",3400,84557,13749,64190,6618
"2513",2009,"UTAH","M","N",1,5501,"34","1273",3402,84620,13759,64238,6623
"2514",2009,"UTAH","O","Y",0.882,210,"1","16",140,3752,635,2960,157
"2515",2009,"UTAH","O","N",1,238,"1","18",159,4254,720,3356,178
"2516",2009,"UTAH","R","Y",0.882,164,"2","7",108,2056,600,1365,91
"2517",2009,"UTAH","R","N",1,185,"2","8",122,2331,680,1548,103
"2518",2009,"VERMONT","M","Y",1,332,"1","39",234,6417,1148,5102,167
"2519",2009,"VERMONT","O","Y",1,310,"1","54",223,5196,1012,4065,119
"2520",2009,"VERMONT","R","Y",0.98,172,"5","18",116,3253,1267,1827,159
"2521",2009,"VERMONT","R","N",1,175,"5","18",118,3318,1292,1864,162
"2522",2009,"VIRGINIA","M","Y",1,16118,"291","5935",8593,172200,27276,134541,10383
"2523",2009,"VIRGINIA","O","Y",1,649,"11","151",420,8367,1245,6831,291
"2524",2009,"VIRGINIA","R","Y",1,1112,"45","171",751,10886,3055,7086,745
"2525",2009,"WASHINGTON","M","Y",1,20173,"149","6402",11466,218919,46062,151070,21787
"2526",2009,"WASHINGTON","O","Y",0.973,1134,"13","214",666,15604,3343,11179,1082
"2527",2009,"WASHINGTON","O","N",1,1166,"13","220",685,16042,3437,11493,1112
"2528",2009,"WASHINGTON","R","Y",1,717,"17","77",488,9407,3292,5334,781
"2529",2009,"WEST VIRGINIA","M","Y",0.93,3057,"38","628",2160,26871,7044,18181,1646
"2530",2009,"WEST VIRGINIA","M","N",1,3238,"41","659",2297,28989,7547,19689,1753
"2531",2009,"WEST VIRGINIA","O","Y",0.776,662,"11","118",466,6079,1217,4625,237
"2532",2009,"WEST VIRGINIA","O","N",1,852,"14","152",600,7833,1568,5960,305
"2533",2009,"WEST VIRGINIA","R","Y",0.917,1197,"27","97",976,8396,2600,5170,626
"2534",2009,"WEST VIRGINIA","R","N",1,1306,"29","106",1065,9159,2836,5640,683
"2535",2009,"WISCONSIN","M","Y",0.998,12646,"125","4744",6907,117114,20657,88594,7863
"2536",2009,"WISCONSIN","M","N",1,12656,"125","4747",6913,117290,20680,88742,7868
"2537",2009,"WISCONSIN","O","Y",0.984,1031,"8","75",829,19183,2531,16180,472
"2538",2009,"WISCONSIN","O","N",1,1047,"8","76",842,19487,2571,16437,479
"2539",2009,"WISCONSIN","R","Y",1,830,"11","27",676,10709,3489,6641,579
"2540",2009,"WYOMING","M","Y",1,343,"4","46",227,5838,896,4636,306
"2541",2009,"WYOMING","O","Y",0.979,648,"4","25",543,6616,939,5352,325
"2542",2009,"WYOMING","O","N",1,663,"4","26",555,6759,959,5468,332
"2543",2009,"WYOMING","R","Y",1,236,"5","5",186,1757,375,1249,133
"2544",2010,"ALABAMA","M","Y",0.898,13207,"215","4243",7800,124845,32759,83928,8158
"2545",2010,"ALABAMA","M","N",1,14072,"224","4403",8418,133796,35225,89830,8741
"2546",2010,"ALABAMA","O","Y",0.845,2300,"23","256",1858,21402,3730,16606,1066
"2547",2010,"ALABAMA","O","N",1,2704,"26","299",2186,25061,4364,19447,1250
"2548",2010,"ALABAMA","R","Y",0.696,891,"16","41",744,6428,1702,4302,424
"2549",2010,"ALABAMA","R","N",1,1280,"23","59",1069,9235,2445,6181,609
"2550",2010,"ALASKA","M","Y",1,2846,"13","499",1991,12534,1472,10087,975
"2551",2010,"ALASKA","O","Y",0.965,672,"3","53",492,4211,557,3351,303
"2552",2010,"ALASKA","O","N",1,697,"3","55",510,4364,577,3473,314
"2553",2010,"ALASKA","R","Y",1,994,"15","40",878,3361,1056,1975,330
"2554",2010,"ARIZONA","M","Y",0.995,22116,"347","6784",13474,210393,46069,144476,19848
"2555",2010,"ARIZONA","M","N",1,22185,"348","6799",13521,211304,46260,145139,19905
"2556",2010,"ARIZONA","O","Y",0.899,2891,"47","98",2185,10314,2854,6331,1129
"2557",2010,"ARIZONA","O","N",1,3217,"52","109",2432,11479,3176,7046,1257
"2558",2010,"ARIZONA","R","Y",0.98,669,"9","28",608,3047,1308,1400,339
"2559",2010,"ARIZONA","R","N",1,683,"9","29",621,3110,1335,1429,346
"2560",2010,"ARKANSAS","M","Y",0.955,10571,"83","1971",7619,69693,20533,45220,3940
"2561",2010,"ARKANSAS","M","N",1,10883,"84","1991",7880,71561,21289,46214,4058
"2562",2010,"ARKANSAS","O","Y",0.935,2315,"25","307",1770,20207,6787,12692,728
"2563",2010,"ARKANSAS","O","N",1,2476,"27","328",1893,21606,7257,13571,778
"2564",2010,"ARKANSAS","R","Y",0.866,1191,"23","46",987,9187,3434,5140,613
"2565",2010,"ARKANSAS","R","N",1,1376,"27","53",1140,10608,3965,5935,708
"2566",2010,"CALIFORNIA","M","Y",1,160871,"1784","57748",93338,963339,222573,589966,150800
"2567",2010,"CALIFORNIA","O","Y",1,1475,"3","220",1117,9716,2946,6121,649
"2568",2010,"CALIFORNIA","R","Y",1,1787,"22","148",1422,8884,3338,4471,1075
"2569",2010,"COLORADO","M","Y",0.992,14735,"105","3043",9601,121162,23765,86725,10672
"2570",2010,"COLORADO","M","N",1,14817,"105","3052",9660,121865,23899,87238,10728
"2571",2010,"COLORADO","O","Y",0.919,827,"5","68",609,9477,1459,7706,312
"2572",2010,"COLORADO","O","N",1,900,"5","74",663,10316,1588,8388,340
"2573",2010,"COLORADO","R","Y",0.794,331,"8","5",286,2233,529,1562,142
"2574",2010,"COLORADO","R","N",1,416,"10","6",360,2811,666,1966,179
"2575",2010,"CONNECTICUT","M","Y",1,9527,"125","3455",5448,70438,13047,51135,6256
"2576",2010,"CONNECTICUT","O","Y",1,227,"0","43",140,3024,542,2349,133
"2577",2010,"CONNECTICUT","R","Y",1,303,"5","55",203,4924,1583,3023,318
"2578",2010,"DELAWARE","M","Y",1,4560,"44","1628",2680,24072,5365,17022,1685
"2579",2010,"DELAWARE","O","Y",1,386,"1","102",255,2536,565,1918,53
"2580",2010,"DELAWARE","R","Y",1,629,"3","99",451,4355,1585,2579,191
"2581",2010,"DISTRICT OF COLUMBIA","M","Y",1,8004,"132","4325",3360,28756,4231,19489,5036
"2582",2010,"FLORIDA","M","Y",0.999,96825,"931","25426",65468,638732,158911,439639,40182
"2583",2010,"FLORIDA","M","N",1,96858,"931","25436",65489,638989,158970,439821,40198
"2584",2010,"FLORIDA","O","Y",0.982,1528,"10","300",1109,8661,2295,5997,369
"2585",2010,"FLORIDA","O","N",1,1555,"10","305",1129,8819,2337,6106,376
"2586",2010,"FLORIDA","R","Y",1,3556,"46","345",2905,21227,7812,12527,888
"2587",2010,"GEORGIA","M","Y",0.989,32080,"503","11189",18661,291234,79704,184177,27353
"2588",2010,"GEORGIA","M","N",1,32383,"507","11287",18845,294205,80456,186146,27603
"2589",2010,"GEORGIA","O","Y",0.872,3575,"21","754",2630,29276,7062,21159,1055
"2590",2010,"GEORGIA","O","N",1,4098,"24","864",3015,33555,8095,24251,1209
"2591",2010,"GEORGIA","R","Y",0.918,2379,"25","204",2009,22877,7502,14004,1371
"2592",2010,"GEORGIA","R","N",1,2591,"27","222",2188,24919,8172,15254,1493
"2593",2010,"HAWAII","M","Y",1,2548,"19","891",1420,31668,5760,22007,3901
"2594",2010,"HAWAII","R","Y",1,1026,"5","163",711,13415,2903,9313,1199
"2595",2010,"IDAHO","M","Y",0.993,2301,"18","169",1765,22823,4517,17413,893
"2596",2010,"IDAHO","M","N",1,2310,"18","169",1773,22917,4543,17477,897
"2597",2010,"IDAHO","O","Y",0.989,753,"1","38",619,5430,1088,4126,216
"2598",2010,"IDAHO","O","N",1,761,"1","38",626,5488,1100,4170,218
"2599",2010,"IDAHO","R","Y",0.989,390,"2","7",303,2849,849,1795,205
"2600",2010,"IDAHO","R","N",1,394,"2","7",306,2881,859,1815,207
"2601",2010,"ILLINOIS","M","Y",0.871,48565,"646","19114",26746,282971,61212,195250,26509
"2602",2010,"ILLINOIS","M","N",1,51529,"676","19773",28636,311473,66965,216650,27858
"2603",2010,"ILLINOIS","O","Y",0.666,2152,"15","170",1655,16265,3803,12053,409
"2604",2010,"ILLINOIS","O","N",1,3230,"23","255",2484,24409,5707,18088,614
"2605",2010,"ILLINOIS","R","Y",0.777,836,"5","20",717,6302,2120,3930,252
"2606",2010,"ILLINOIS","R","N",1,1076,"7","26",922,8107,2727,5056,324
"2607",2010,"INDIANA","M","Y",0.895,17931,"266","5788",10503,157572,37922,108540,11110
"2608",2010,"INDIANA","M","N",1,18612,"275","5911",10979,167230,40069,115460,11701
"2609",2010,"INDIANA","O","Y",0.915,930,"8","223",542,17531,3530,13227,774
"2610",2010,"INDIANA","O","N",1,1017,"9","244",592,19159,3858,14455,846
"2611",2010,"INDIANA","R","Y",0.769,584,"6","49",420,8364,2453,5472,439
"2612",2010,"INDIANA","R","N",1,760,"8","64",546,10871,3188,7112,571
"2613",2010,"IOWA","M","Y",0.987,5766,"21","891",4264,47077,10678,33663,2736
"2614",2010,"IOWA","M","N",1,5801,"21","892",4293,47405,10758,33894,2753
"2615",2010,"IOWA","O","Y",0.923,1640,"7","104",1359,14707,3604,10471,632
"2616",2010,"IOWA","O","N",1,1777,"8","113",1472,15934,3905,11344,685
"2617",2010,"IOWA","R","Y",0.887,670,"9","5",605,4416,1769,2347,300
"2618",2010,"IOWA","R","N",1,755,"10","6",682,4976,1993,2645,338
"2619",2010,"KANSAS","M","Y",0.995,7750,"75","1334",5592,64217,13616,45682,4919
"2620",2010,"KANSAS","M","N",1,7773,"75","1337",5609,64436,13654,45850,4932
"2621",2010,"KANSAS","O","Y",0.956,1924,"10","183",1479,18954,3867,14361,726
"2622",2010,"KANSAS","O","N",1,2010,"10","191",1546,19818,4043,15016,759
"2623",2010,"KANSAS","R","Y",0.949,709,"14","15",593,4518,1620,2596,302
"2624",2010,"KANSAS","R","N",1,748,"15","16",625,4761,1707,2736,318
"2625",2010,"KENTUCKY","M","Y",0.991,7866,"93","3089",3983,77341,19078,53942,4321
"2626",2010,"KENTUCKY","M","N",1,7926,"93","3114",4010,78133,19250,54525,4358
"2627",2010,"KENTUCKY","O","Y",0.964,1057,"17","406",451,16178,3765,11836,577
