"State","ViolentCrime","Murderandnonnegligentmanslaughter","Rape2","Robbery","Aggravatedassault","PropertyCrime","Burglary","Larcenytheft","Motorvehicletheft"
"RHODE ISLAND",232.154535648461,1.88743524917448,41.9954342941322,44.7322154054352,143.539450699719,1751.63428299638,303.593959829716,1308.08699944038,139.953323726288
"SOUTH CAROLINA",506.652620187066,7.80233274491766,49.8607116102416,77.1341057442969,371.85547008761,3197.49293363572,623.537285832269,2289.88750551102,284.06814229243
"SOUTH DAKOTA",433.855157413605,2.8836691565009,67.7648279713683,27.5135939317675,335.693066353969,1881.0407668832,311.816041275659,1409.58825865959,159.636466947947
"TENNESSEE",651.50542347927,7.84695139237973,43.6868223628883,117.0640072996,482.907642424401,2940.5668625774,576.475465099381,2088.27180052841,275.819596949606
"TEXAS",439.841803899715,5.00471544992525,51.1745642840602,114.312275335725,269.350248830005,2567.13890170147,474.387360260828,1851.89454181981,240.856999620827
"UTAH",239.267454970088,2.39475238185524,54.76988668145,47.4254107145244,134.677405192258,2783.04632365263,381.118389783709,2094.60886737174,307.319066497178
"VERMONT",165.796263009956,2.24482367711739,34.9551115436851,14.7516984496286,113.844629339525,1436.68715335513,297.278792669689,1108.30151830253,31.1068423829124
"VIRGINIA",208.311331496401,5.35470198461499,33.8132578908171,51.1809745101876,117.962397110781,1794.08968281226,218.184561290191,1455.72639523699,120.178726285082
"WASHINGTON",304.775348050884,3.11358643162758,44.0180494193981,72.8510770430264,184.792635156832,3176.39976337456,590.869493461374,2196.34036142724,389.189908485947
"WEST VIRGINIA",360.768598569951,5.0776805689177,43.5145739956046,30.7924423319905,281.383901673439,1868.02624832305,430.174873289794,1270.04822793968,167.803147093572
"WISCONSIN",321.372124341073,3.23055906222197,36.9824180313393,75.4399368241709,205.719210423341,1814.52803394361,304.577269810568,1345.76981172236,164.180952410681
"WYOMING",237.156242734038,2.54768013966912,45.0404085400185,13.1290396786928,176.439114375658,1830.75015506009,275.050468253148,1421.15105120457,134.548635602371
